route_id,agency_id,route_short_name,route_long_name,route_type,route_color,competent_authority,route_desc
1f607904efa5f4076249918149265080,78,190,Võru - Põlva - Tartu,3,660000,Maanteeamet,
54edb2234887f7b5564d2a1869203593,60,25,Rdt.jaam - Bussijaam - ERM,3,de2c42,Tartu LV,
ac8dd8960e60f01054cd2e5854c4e2d0,56,37,Mustamäe - Zoo,3,de2c42,Tallinna TA,
a0d78e26f55af7de87c3edad05f03886,100043,390,Tallinn - Rakvere,3,660000,Maanteeamet,
40aaf25bb42c0d689ca980a93d3f752c,295,200,Tallinn (Maleva) - Kurna,3,094f82,Harjumaa ÜTK,
31521bb398b38318d8c0e06e8f3aa935,60,1,Bussijaam - Tammiku - Bussijaam,3,de2c42,Jõhvi linn,"Riigipühadel kehtib pühapäevane sõiduplaan<br>30-päeva pilet 20,00 eurot (www.pilet.ee)<br>5-päeva pilet 6,00 eurot (automaatne)<br>Ühekordne paberpilet bussijuhilt ostes 2,00 eurot<br>Päevapilet 2,50 eurot (automaatne)<br>Ühekordne pilet 1,00 eurot<br>Isikustatud sõidukaardiga Jõhvi valla elanikele TASUTA"
d99ef534a297da507f0623484ec56dde,60,1,Paemurru - Kangelaste - Paemurru,3,de2c42,Narva LV,
b915c7090c2d435e50fe5b5fa7a609fc,60,1,Kesklinn-Haigla-Tuulte R-Keskl-Kudj.-Nooruse-Keskv,3,de2c42,Saare MV,"Liin ei ole käigus riigipühadel"
5c4164429e5e041251a099db16e3960f,60,1,Tehase - Ranna - Kannuka - Polikliinik - Tehase,3,de2c42,Sillamäe LV,"Riigipühadel kehtib pühapäevane sõiduplaan"
82f00cbb707de581e42b137af67c479f,60,1,FI - Nõlvaku,3,de2c42,Tartu LV,"Liin on riigipühadel käigus pühapäevase sõiduplaani järgi"
c6d03d4884b9ed8b357a2728e233944b,295,1,Piira - Näpi - Piira,3,de2c42,Lääne-Viru MV,"Liin on riigipühadel käigus pühapäevase sõiduplaani järgi"
a38a34591da7785f868fa3cbebd97f1e,50,1,Merimetsa - Papiniidu - Riia mnt - Vana-Pärnu,3,de2c42,Pärnu LV,
cda11de7592968136908bb47dd8f1ef4,56,1,Viru keskus - Viimsi keskus,3,de2c42,Tallinna TA,
52568381820c2cf8f91d40048141de12,100082,1,Tolli - Tartu - Rohelise - Raekoja - Jaama - Rohelise - Tolli,3,3bb5db,Valga MV,"Laupäevadel, pühapäevadel ja riiklikel pühadel alustab liin tööd 06:44<br>Liini vaheaeg 07:54-08:28 ; 10:42-12:03 ja 19:18-19:48<br>TASULINE  LINNALIIN"
86ac740d0573abd119d42c448e75a54e,100083,1,Ardu kauplus- Mustla-Nõmme - Tarbja - Paide,3,3bb5db,Järvamaa ÜTK,"Ei ole käigus riigipühadel<br>Ei ole käigus riigipühadel<br>Alates 01.11.2022 läbib buss Sõmeru peatust reisijate olemasolul või tellimise alusel.Tellimus esitada 24 h enne lähtepeatusest väljumist telefonil 3846145."
a1ec1e417abc0a2ee37a5c91b45f40c7,60,1,Rapla raudteejaam - Rapla bussijaam,3,3bb5db,Rapla MV,
1fdf2ebcfdb170ef14ae57f58893ad54,317,1,Haapsalu - Rohuküla,3,3bb5db,Lääne MV,"TASUTA"
b48fe22da04bd9e532355c5bcfb0e06c,56,1,Kopli - Kadriorg,0,016e12,Tallinna TA,
226b298d688e3712a94112098241d121,100047,10,Männimäe - Paalalinn - Haigla - Bussijaam - Männimäe,3,de2c42,Viljandi MV,"Liin on riigipühadel käigus pühapäevase sõiduplaani järgi"
ae613439c9ac436afef59857fcdabebf,60,10,Kvissentali-Annelinn Ringtee-Rdt.jaam,3,de2c42,Tartu LV,"Liin on riigipühadel käigus pühapäevase sõiduplaani järgi"
ff8883fb2797347708de304fe3248171,50,10,Raja - Mai - Karja - Vana-Pärnu,3,de2c42,Pärnu LV,"Raja peatuses kohtumine liini nr 14 bussiga<br>Teatri peatuses kohtumine liini 14 bussiga<br>Tallinna maantee Raeküla suuna kohtumispeatus liini nr. 14 bussiga üle viidud bussijaama peatusse"
298f6bffc1ba1c098dd1b3f903a0ca8a,56,10,Väike-Õismäe - Vana-Pääsküla,3,de2c42,Tallinna TA,
83d695e5755989af6e4b1659cfc2a719,60,10,Rapla - Juuru - Järlepa - Kohila,3,3bb5db,Rapla MV,
86caeb60e6d73f21516f062af9a52eec,295,10,Rakke - Kiltsi - Väike-Maarja - Tamsalu,3,3bb5db,Lääne-Viru MV,"Liin on riigipühadel käigus pühapäevase sõiduplaani järgi"
bd2349b592f03ec3f0e35b43f5d26619,317,10,Haapsalu - Sepaküla - Ahli - Mägari - Haapsalu,3,3bb5db,Lääne MV,
739e210516ba41b83dc5a3140bda68dd,898970,100,Jõgeva - Aidu - Põltsamaa,3,3bb5db,Jõgeva ÜTK,"Liin ei ole käigus riigipühadel"
b3d1870adee0821d2cadc077fb088a87,60,100,Kesklinn - Juba - Kesklinn,3,3bb5db,Võru MV,"Liin on käigus perioodil 01.04.2025 - 30.09.2025."
e1a0cb3f9d5e91634975bff1974d9361,50,100,Tallinn - Laagna - Maardu,3,3bb5db,Harjumaa ÜTK,
71fa0dfed515bf031ec9e0adbd74c21c,60,101,Valga - Karksi-Nuia - Viljandi - Paide - Tallinn,3,660000,Maanteeamet,
964164c50330dd6d7f62478b818b4e16,898970,101,Jõgeva - Aidu - Põltsamaa,3,3bb5db,Jõgeva ÜTK,"Käigus ka riigipühal juhul, kui riigipühale järgneb tööpäev"
76f37a15c77d13c774a04dd009936be8,295,101,Tartu - Laeva - Tabivere - Lähte - Tammistu - (Tähemaa side),3,3bb5db,Tartu MV,"Käigus 01.09.-15.06.<br>MÕRU, TAABRI, SARAPUU, AAVIKU, LONDI, PÕDRA TEE, LAANEMETSA, PUUSEPA RIST, TÄHEMAA KOOL, TÄHEMAA KAUPLUS ja TÄHEMAA SIDE peatusi teenindatakse ainult nõudmisel. Sisenemiseks ettetellimine hiljemalt kell 11:15, telefon 5213555<br>Ei ole käigus riigipühadel"
819f0761383b488b749c8d2fe67634b1,50,101,Tallinn - Maardu,3,3bb5db,Harjumaa ÜTK,
da6cbb70a3a748e800b667a30917d0e7,60,101A,Võru kesklinn - Väimela - Parksepa - Võru kesklinn,3,3bb5db,Võru MV,"Käigus koolipäevadel<br>Käigus koolipäevadel"
1910132c0163c8065a35c42b65da074a,60,101B,Võru kesklinn - Väimela - Parksepa - Võru kesklinn,3,3bb5db,Võru MV,"Käigus koolipäevadel<br>Käigus koolipäevadel"
e45026fefafe9288586a66fa68eed4ea,898970,102,Jõgeva - Aidu - Põltsamaa,3,3bb5db,Jõgeva ÜTK,"Liin ei ole käigus riigipühadel"
0b7a27c933eba33e2de194efa5be3009,50,102,Tallinn - Laagna - Muuga - Maardu,3,3bb5db,Harjumaa ÜTK,
364a2e509becaf0b166e300d9f81b680,60,102A,Võru kesklinn - Väimela - Võru kesklinn,3,3bb5db,Võru MV,"Käigus esmaspäeviti  perioodidel:   08.01.2024 - 31.03.2024, 01.04.2024 - 21.06.2024, 01.09.2024 - 22.12.2024, 06.01.2025 - 22.06.2025<br>Ei ole käigus riigipühadel"
26393528b431b0b1e18c46a83e6b0c30,60,102B,Võru kesklinn - Väimela - Võru kesklinn,3,3bb5db,Võru MV,"Ei ole käigus riigipühadel<br>Käigus T - R perioodidel:   08.01.2024 - 31.03.2024, 01.04.2024 - 21.06.2024, 01.09.2024 - 22.12.2024, 06.01.2025 - 22.06.2025"
ddc0721e73775efdb84ed4b9e2c8b1c5,60,102C,Võru kesklinn - Väimela - Võru kesklinn,3,3bb5db,Võru MV,"Ei ole käigus riigipühadel<br>Ei ole käigus riigipühadel<br>Käigus E-R perioodidel:  08.01.2024 - 31.03.2024, 01.04.2024 - 21.06.2024, 01.09.2024 - 22.12.2024, 06.01.2025 - 22.06.2025<br>Käigus E-R perioodidel:  08.01.2024 - 31.03.2024, 01.04.2024 - 21.06.2024, 01.09.2024 - 22.12.2024, 06.01.2025 - 22.06.2025"
96ce4a18dd43814ade17647c3322f4bf,632,103,Tartu - Tallinn,3,660000,Maanteeamet,
8be181df00f5d72274f76fa6721a8941,898970,103,Põltsamaa - Lustivere - Aidu - Jõgeva,3,3bb5db,Jõgeva ÜTK,"Liin ei ole käigus riigipühadel"
930f023f5191ec2262d6ff09a82359f0,60,103,Kesklinn - Väimela - Parksepa - Haigla - Kesklinn,3,3bb5db,Võru MV,
228559e2612a6cff4740a87b29a051cc,50,103,Tallinn - Ülemiste - Lagedi - Loo - Muuga - Maardu,3,3bb5db,Harjumaa ÜTK,
c116a3d9260e72bd4e688770a7ff1026,632,104,Rapla - Türi - Paide - Põltsamaa - Tartu,3,660000,Maanteeamet,
89fa636ddb194693c0436ec2a51fed8e,898970,104,Põltsamaa - Aidu - Jõgeva,3,3bb5db,Jõgeva ÜTK,"Käigus ka riigipühal juhul, kui riigipühale järgneb tööpäev"
8087c928343ad326997ad95c36c852c2,60,104,Seminari väljak - Olevi - Haigla - Olevi - Seminari väljak,3,3bb5db,Võru MV,
107bb5067b5e72c593a2a43e0a2eb174,50,104A,Tallinn - Loo - Kostivere,3,3bb5db,Harjumaa ÜTK,
638d9c3ddfd57e99e585b8b3e18ae870,50,104B,Tallinn - Loo - Lagedi mõis - Kostivere - Raasiku - Kuuse tee,3,3bb5db,Harjumaa ÜTK,
494c9948b6ead4057324e93f07dcf71f,50,104C,Tallinn - Loo - Lagedi mõis - Kostivere - Jõelähtme,3,3bb5db,Harjumaa ÜTK,
7399a28f9274656339215ee700f5d95f,60,105,Tallinn - Vaida - Pikavere - Alavere - Voose,3,3bb5db,Harjumaa ÜTK,"Päeva viimasel väljumisel Tallinnast teenindatakse Alavevre-Voose lõiku ainult nõudmisel"
07f7665c8b182a84c453a09176cf1d87,60,105,Seminari väljak - Haigla - Puiga - Väimela - Seminari väljak,3,3bb5db,Võru MV,
ff3f3da46de03277b6ed4ea205af8f42,295,105,Tartu - Laeva - Puurmani - Põltsamaa,3,3bb5db,Tartu MV,"Ei ole käigus riigipühadel"
32ef5dc69e7818296cb2f7debc3ba853,60,106,Kesklinn - KEK - Puiga - KEK - Kesklinn,3,3bb5db,Võru MV,
7f873264218b5885e913f113d5159498,50,106,Tallinn - Laagna - Loo,3,3bb5db,Harjumaa ÜTK,
96f5fb4a7a0185a058343708f11efa24,50,106A,Tallinn - Loo - Lagedi,3,3bb5db,Harjumaa ÜTK,
44ad5a8097da62ee1b5d3adc236b56de,50,106B,Tallinn - Loo,3,3bb5db,Harjumaa ÜTK,
432df6826f7d34ad85d85e68af318b26,50,106C,Tallinn - Loo - Lagedi kool - Kostivere,3,3bb5db,Harjumaa ÜTK,
d697c6aaa88110d79956d5f416e46f3e,60,107,Kesklinn - Turu - Puiga - KEK - Kesklinn,3,3bb5db,Võru MV,
de93a88b265658c4850b02f97cba4585,295,107,Põltsamaa - Puurmani - Laeva - Tartu,3,3bb5db,Tartu MV,"Ei ole käigus riigipühadel"
dfbdf867c0532add35e9ffc5dc4b3ea0,50,107,Tallinn - Harku - Keila - Vasalemma - Ämari - Munalaskme,3,3bb5db,Harjumaa ÜTK,
df153bac0f7235f0fe7ddde99c1ff6d3,295,108,Viljandi - Tartu,3,660000,Maanteeamet,"Väljumine kell 10:00 Tartust ei ole käigus riigipühal.<br>Väljumine kell 12:30 Viljandist ei ole käigus riigipühal.<br>Väljumine kell 10:00 Tartust ei ole käigus riigipühal.<br>Väljumine kell 12:30 Viljandist ei ole käigus riigipühal.<br>Väljumine kell 10:00 Tartust ei ole käigus riigipühal.<br>Väljumine kell 12:30 Viljandist ei ole käigus riigipühal.<br>Väljumine kell 10:00 Tartust ei ole käigus riigipühal.<br>Väljumine kell 12:30 Viljandist ei ole käigus riigipühal.<br>Väljumine kell 10:00 Tartust ei ole käigus riigipühal.<br>Väljumine kell 12:30 Viljandist ei ole käigus riigipühal."
6f49721c01257f437194b8f802c7bc37,60,108,Seminari väljak - KEK - Haigla - KEK - Seminari väljak,3,3bb5db,Võru MV,
0b91f9ea502a4bd1286d1dec28d6988b,295,108,Tallinn - Tabasalu - Vääna-Jõesuu - Keila-Joa,3,3bb5db,Harjumaa ÜTK,
c7d51e3320f00a24e6378969a9ac9092,295,108A,Tallinn - Tabasalu - Vääna-Jõesuu - Keila-Joa - Vääna,3,3bb5db,Harjumaa ÜTK,
2755cb011413f0247b94716e6c0974c2,220,109,Võru - Kanepi - Tartu,3,660000,Maanteeamet,
9b0cc7e0559ec54514ed7fb2712fb6d6,295,109,Tallinn - Tabasalu - Vääna - Kindluse - Keila - Tervisekeskus,3,3bb5db,Harjumaa ÜTK,
322fd2c1029fb7e208cafc95bc707165,295,109,Põltsamaa - Puurmani - Laeva - Vorbuse - Tartu,3,3bb5db,Tartu MV,"Ei ole käigus riigipühadel<br>Ei ole käigus riigipühadel<br>Ei ole käigus riigipühadel"
46524dd1dead14631bec53c4ac8177f2,60,109A,Kesklinn - Navi kauplus - Parksepa - Väimela - Kesklinn,3,3bb5db,Võru MV,"Ei ole käigus riigipühadel<br>Ei ole käigus riigipühadel"
f477fb7fcb48b646b16b4a1d23892ed3,60,109B,Kesklinn - Väimela - Parksepa - Navi kauplus - Kesklinn,3,3bb5db,Võru MV,"Ei ole käigus riigipühadel.<br>Ei ole käigus riigipühadel.<br>Ei ole käigus riigipühadel."
27dc54c062269953d8a8c52ff7ec37dd,50,10A,Vabaduse park - Teater - Tallinna mnt - Vana-Pärnu,3,de2c42,Pärnu LV,"Buss käigus iga päev vahemikus 13.06 - 30.08."
baeb548941e7fd2df6f7b4aa6ecd3d86,60,36,Märjamaa - Kullamaa,3,3bb5db,Rapla MV,
e85ab662858f75f6e2c34a2a30425c17,100083,10A,Paide keskväljak - Türi - Särevere,3,3bb5db,Järvamaa ÜTK,"Ei ole käigus riigipühadel"
a8a9a868ca251ed4356ce1ba20689ad6,60,10A,(Lüübnitsa) - Beresje - Räpina,3,3bb5db,Põlva MV,"Ei ole käigus riigipühadel.<br>Lüübnitsa peatust teenindatakse ainult nõudmisel. Nõudepeatuses pealetuleku soovi korral teatada eelmisel päeval kella 18ks tel 6404000."
8a54369b8a52a34a279857a9417915ec,60,10A,Sooru - Tagula - Laatre - Tsirguliina - Sooru keskus,3,3bb5db,Valga MV,"Liiklus toimub ainult koolipäevadel<br>Väike-Raua peatust teenindatakse ainult ettetellimisel telefonil 6404000"
a3cd75904ce328663a90a4b1af233d86,100083,10B,Paide keskväljak - Türi - Särevere,3,3bb5db,Järvamaa ÜTK,"Ei ole käigus riigipühadel"
4b191d3fba2b374e4e342f5b2eabffae,60,10B,Räpina - Beresje - Lüübnitsa - Räpina,3,3bb5db,Põlva MV,"Ei ole käigus riigipühadel."
a372437f16590e4e48b3b8b8134d9160,60,10B,Sooru - Iigaste - Tagula - Sooru,3,3bb5db,Valga MV,"Liiklus toimub ainult koolipäevadel<br>Väike-Raua, Savisaare ja Mesikäpa peatusi teenindatakse ainult nõudmisel väljumiseks"
a392bf0f61044f18722f6eb89ab929e0,100083,10C,Paide keskväljak - Türi - Särevere,3,3bb5db,Järvamaa ÜTK,"Ei ole käigus riigipühadel"
10c597c7fe77dca8ef2997f73654ad7d,60,10C,Räpina - Beresje - Lüübnitsa - Räpina,3,3bb5db,Põlva MV,"Ei ole käigus laupäeval ja laupäevastel riigipühadel."
962e56cc58e3716f0d45a8a5a32ebf91,100083,10D,Paide keskväljak - Türi - Särevere,3,3bb5db,Järvamaa ÜTK,"Ei ole käigus riigipühadel"
62880be0f11cd6179154d225a4a1bf41,100083,10E,Paide keskväljak - Türi - Särevere,3,3bb5db,Järvamaa ÜTK,"Käigus L,P ja riigipühadel"
329232d0b52944d9ee64d49b9845271b,100083,10F,Paide keskväljak - Türi - Särevere,3,3bb5db,Järvamaa ÜTK,"Käigus L,P ja riigipühadel"
0e3de04a1df6babfaeff75ebab18bcc3,60,11,Märja - Lõunakeskus - Kasteheina,3,de2c42,Tartu LV,"Liin on riigipühadel käigus pühapäevase sõiduplaani järgi"
71c73da049eac0bb398435771e330809,56,11,Kadaka - Kaubamaja,3,de2c42,Tallinna TA,
c9f73666afc8cf8f95770aa13df9aa00,60,11,Rapla - Rapla raudteejaam - Kädva - Vahastu tee,3,3bb5db,Rapla MV,
240fd867e2791dac39645d727dbdb426,295,11,Rakvere - Veltsi - Haljala,3,3bb5db,Lääne-Viru MV,"Liin ei ole käigus riigipühadel"
7d3bdb5c7d48e439f0732b8a35a3d8d3,317,11,Haapsalu - Haeska NÕUDELIIN,3,3bb5db,Lääne MV,"Nõudeliini teenindamine toimub ainult tellimuse alusel. Bussi tellimuse esitamiseks tuleb helistada hiljemalt sõidule eelneva päeva kella 18:00-ks telefonil 555 64006."
b2be38d2b754a80204a22acb7ad9c403,898970,110,Jõgeva - Siimusti - Aidu - Lustivere - Põltsamaa,3,3bb5db,Jõgeva ÜTK,"Liin ei ole käigus riigipühadel"
b4ffc86409021b44c0bd9acf0ba18c0a,295,110,Keila - Keila-Joa - Lohusalu - Paldiski,3,3bb5db,Harjumaa ÜTK,
15f6ea3a2258f102590d8d395ffbcb02,295,110,Kobratu - Vedu - Lähte - Tabivere park - Laeva - Tartu,3,3bb5db,Tartu MV,"Ei ole käigus riigipühadel<br>Käigus 01.09.-15.06.<br>LÄHTE peatuses võimalik ümber istuda liinile 611<br>Ei ole käigus riigipühadel<br>Käigus 01.09.-15.06.<br>LÄHTE peatuses võimalik ümber istuda liinile 611"
bcb5b893c0726fcb79987cf7edc3d872,60,1101 piloot,(Mässa-Sääre)Iide-Kaunispe tr-Lindmetsa-Anseküla-Salme-KUR,3,3bb5db,Saare MV,"Mässa-Sääre-Hänga-Iide(6:10-6:30)tellimisel helistada dispetserile eelmisel õhtul enne 19:00 telefonil 6 310 263<br>liin ei ole käigus riigipühadel"
1b5e78433c1aecc0c222e4c374139aee,60,1102 piloot,KUR-Läätsa-(Mässa-Sääre-Iide-Lindmetsa)-Läätsa-KUR,3,3bb5db,Saare MV,"(Anseküla-Mässa-Sääre-Iide-Laadla-Ohessaare-Kargi-Rahuste-Anseküla)tellimisel, helistada dispetserile eelmisel päeval (8:00 kuni 19:00) 6 310 263"
907865aaaaf18e6d0ced393ed1103331,60,1103 piloot,Kuressaare-Salme-Läätsa-Salme-Kuressaare,3,3bb5db,Saare MV,
6963a341cb14328c0d699c6f83e94750,60,1104 piloot,KUR- Läätsa(Anseküla-Vintri-Lindmetsa-Iide-Sääre-Mässa),3,3bb5db,Saare MV,"(Anseküla-Vintri-Lõupõllu-Lindmetsa-Kargi-Ohessaare-Laadla-Iide-Mässa-Iide)ettetellimisel, helistades dispetserile vähemalt pool tundi enne 18:20 Kuressaarest väljumist telefon 6310263"
e0f11e8797d92fb64cab2953bc8fa0c6,60,1105 piloot,KUR-(Vintri)Rahuste-Iide-(Sääre)Mässa-(Laevaehit)-KUR,3,3bb5db,Saare MV,"dispetseri telefon 6 310 263<br>nädalavahetustel ja riiklikel pühadel alates Läätsast peatused ettetellimisel helistades dispetserile vähemalt pool tundi enne liini Kuressaarest 15:00 väljumist<br>tööpäevadel Kaimri,Vintri,Lõupõllu ja Hänga-Sääre Hänga ettetellimisel helistada dispetserilie pool tundi enne 15:00 Kuressaarest väljumist"
39a7f2a9edb0c5f38445993c5b708080,60,1108 piloot,KUR-Läätsa-(Lindm.-Laadla-Iide-Sääre-Mässa)Läätsa-KUR,3,3bb5db,Saare MV,"Läätsalt edasi kõik peatused ettetellimisel, helistades dispetserile 6310263 vähemalt pool tundi enne 12:15 Kuressaarest väljumist"
9eebe20b45ce9555b5ae628b4606705c,60,110A,Võru - Väimela - Tsolgo - Kääpa - Võru,3,3bb5db,Võru MV,"Ei ole käigus riigipühadel"
22a8d045d307fbd41842099a71f2773f,60,110B,Võru - Punsaku - Tsolgo - Kääpa - Võru,3,3bb5db,Võru MV,"Ei ole käigus riigipühadel"
72ec592330341150bec64b89e99f676b,898970,111,Põltsamaa - Lustivere - Viruvere - Jõgeva,3,3bb5db,Jõgeva ÜTK,"Liin ei ole käigus riigipühadel"
9200653dad5f32da87a4b704c90fe45c,60,111,Võru - Kääpa - Punsaku - Tsolgo - Väimela - Võru,3,3bb5db,Võru MV,"Ei ole käigus riigipühadel"
7d52dda42c75c42c5479ab51bc8dc1ab,295,111,Tallinn - Tabasalu - Vatsla - Harku - Tallinn,3,3bb5db,Harjumaa ÜTK,
def1932a71aa3089327dd89c3b615669,60,1114 piloot,KUR-Salme-Läätsa-Salme-KUR,3,3bb5db,Saare MV,"Liin ei ole käigus riigipühadel"
481a8cf5a6094ab0215d1f73408aa200,295,111A,Tallinn - Harku - Vatsla - Tabasalu - Tallinn,3,3bb5db,Harjumaa ÜTK,
aa68fd849f0502d21027e297cfc6530b,898970,112,Põltsamaa - Lustivere - Aidu - Jõgeva,3,3bb5db,Jõgeva ÜTK,"Liin ei ole käigus riigipühadel"
a33f6f25f1c870c0335ac2f9eff753d9,295,112,Tartu - Laeva - Puurmani - Põltsamaa,3,3bb5db,Tartu MV,"Ei ole käigus riigipühadel"
1e218409d28d433249f41cce8ddf97f1,50,112,Zoo - Haabersti - Harku - Laagri - Urda - Koidu - Alliku - Saue,3,3bb5db,Harjumaa ÜTK,
099148e95b7077f567a66652083f42c8,60,1122 piloot,Tuulte Roos-KURESSAARE,3,3bb5db,Saare MV,"dispetseri telefon 6310263 (8:00 kuni 19:00)<br>Tuulte Roosist edasi kõik peatused väljumiseks"
1654c0c876c989088179f5b1606cc0c5,60,112A,Võru - Tsolgo - Joosu - Põlva,3,3bb5db,Võru MV,"Riigipühadel käigus vastavalt nädalapäevale"
3ceda46d1f35551906b6dfaee8cc0f03,60,112B,Põlva - Joosu - Tsolgo - Võru,3,3bb5db,Võru MV,"Riigipühadel käigus vastavalt nädalapäevale"
cf456768436ca519fe7581faf61e48ac,78,113,Tallinn - Tartu,3,660000,Maanteeamet,
ee5aa6ec2b354e9caaa56cd37ebaecea,295,113,Tartu - Laeva - Puurmani,3,3bb5db,Tartu MV,"Ei ole käigus riigipühadel"
0dea87fc7dd4913458873647968af3ba,50,113,Saku - Jälgimäe - Vana-Pääsküla - Jälgimäe - Saku,3,3bb5db,Harjumaa ÜTK,
f67f055753a5ebd8aa827c6a8b724766,60,113A,Võru - Tsolgo - Kommeri - Põlva,3,3bb5db,Võru MV,"Riigipühadel käigus vastavalt nädalapäevale"
e37b901473ca3cefff8b97b6327b11a4,60,113B,Põlva - Kommeri - Tsolgo - Võru,3,3bb5db,Võru MV,"Riigipühadel käigus vastavalt nädalapäevale"
e3c46447b3d60b8642b91547e0c1d627,78,114,Tallinn - Tartu,3,660000,Maanteeamet,"Peatusest MÕIGU sisenemine ainult eelmüügist ostetud piletiga."
390c27ed7949d1d17d56e67683f8572a,60,114,Võru - Vastseliina - Obinitsa - Värska - Võru,3,3bb5db,Võru MV,"Käigus iga päev."
50d2abf99c617c44f08aba0885f6cc52,295,114,Puurmani - Laeva - Tartu,3,3bb5db,Tartu MV,"Käigus ka riigipühadel"
3a194a6104a3ffe63dccb5e0c921fdf4,50,114,Tallinn - Haabneeme - Rohuneeme,3,3bb5db,Harjumaa ÜTK,
0687bc8c2b1c342c7b7f088089dea7b0,295,115,Viljandi - Türi - Paide - Tallinn,3,660000,Maanteeamet,
f39d6cb2fa4a10b82ea2fea8e73c4b50,295,115,Puurmani - Laeva - Tartu,3,3bb5db,Tartu MV,"Ei ole käigus riigipühadel"
ee26b34ee3eeca3cce8e16f4179804bc,50,115,Tallinn - Mähe - Randvere - Tammneeme,3,3bb5db,Harjumaa ÜTK,
b82d28737cb85d928834ad56809e71e2,60,115A,Obinitsa - Vastseliina - Võru,3,3bb5db,Võru MV,"Ei ole käigus riigipühadel<br>Vana-Vastseliina peatust teenindatakse ainult nõudmisel. Sõidusoovist nõudepeatusesse teavitada bussijuhti sisenemisel. Pealetulekusoovi korral teatada eelneval päeval kella 18ks tel 6404000."
a9db037da62d868d2e6d5da7227190d4,60,116,Meremäe - Obinitsa - Vastseliina - Võru,3,3bb5db,Võru MV,"Ei ole käigus riigipühadel<br>Võimalus sõita otse Lõuna-Eesti Haiglasse.<br>Vana-Vastseliina peatust teenindatakse ainult nõudmisel. Sõidusoovist nõudepeatusesse teavitada bussijuhti sisenemisel. Pealetulekusoovi korral teatada eelneval päeval kella 18ks tel 6404000."
004c250e27450a4bd8c1d30ee6667259,295,116,Tartu - Laeva - Puurmani - Põltsamaa,3,3bb5db,Tartu MV,
a6da64a0ae8cb88138c98e864f4a32f4,50,116,Tallinn - Luige - Kiili - Sookaera,3,3bb5db,Harjumaa ÜTK,
b02990d27fa928ed126fefe4d6320b74,50,116A,Tallinn - Luige - Kiili - Sõmeru,3,3bb5db,Harjumaa ÜTK,
adbd74498099f789b34bbc544ae53219,50,116B,Tallinn - Kangrumetsa - Kiili - Paekna,3,3bb5db,Harjumaa ÜTK,
90956ab0e983302f1ad56298b75a81d5,60,117,Võru - Lasva - Obinitsa - Meremäe - Vastseliina - Võru,3,3bb5db,Võru MV,
59d998eceadb506c33c3b7b36680d071,50,117,Tallinn - Saku - Kiisa - Tagadi - Männiku,3,3bb5db,Harjumaa ÜTK,
b4e5a054a1cf5a9a6a96f83268436506,50,117A,Tallinn - Saku,3,3bb5db,Harjumaa ÜTK,
9a80b8f7b835a1ec7c03cb1699b1d7e9,295,118,Tallinn - Harku - Vääna - Sõrve - Tabasalu - Tallinn,3,3bb5db,Harjumaa ÜTK,
8459efc1d54794f32cbbe66f89a4695b,295,118,Põltsamaa - Puurmani - Laeva - Tartu,3,3bb5db,Tartu MV,
117c09b931ae12df679500093ebebbae,60,118A,Võru -Lasva - Lepassaare - Lasva - Võru,3,3bb5db,Võru MV,"Ei ole käigus riigipühadel<br>Jäägeri ja Urgardi peatusi teenindatakse ainult nõudmisel. Sõidusoovist nõudepeatusesse teavitada bussijuhti sisenemisel. Pealetulekusoovi korral teatada eelneval päeval kella 18ks tel 6404000."
cdbb8865fc927215042b389c0f62509c,295,118A,Tallinn - Tabasalu - Sõrve - Vääna - Harku - Tallinn,3,3bb5db,Harjumaa ÜTK,
3d852adb363110395a262f82b4a2f0ab,60,118B,Võru - Lasva - Lepassaare - Lasva - Võru,3,3bb5db,Võru MV,"Ei ole käigus riigipühadel<br>LIIN ON KÄIGUS PERIOODIL 01. MAI - 30. SEPTEMBER LAUPÄEVITI<br>Jäägeri ja Urgardi peatusi teenindatakse ainult nõudmisel. Sõidusoovist nõudepeatusesse teavitada bussijuhti sisenemisel. Pealetulekusoovi korral teatada eelneval päeval kella 18ks tel 6404000."
8b144ce9985f7b044195a24cdd510f8c,78,119,Tallinn - Tartu,3,660000,Maanteeamet,"Väljumine 9:00: Peatusest MÕIGU sisenemine ainult eelmüügist ostetud piletiga."
6d22e5ce3bb6bf4daf2e48d45662d3d3,60,119,Võru - Nõnova - Lasva -(Pikakannu)-(Madala )- Võru,3,3bb5db,Võru MV,"Ei ole käigus riigipühadel<br>KÜHMAMÄE, PIKAKANNU, KÕRGESSAARE ja MADALA peatusi teenindatakse ainult nõudmisel. Sõidusoovist nõudepeatusesse teavitada bussijuhti sisenemisel. Pealetulekusoovi korral teatada hiljemalt 2 tundi enne liini algpeatusest väljumist tel 6404000."
c6d8e26e87ec42b8ab735d74e5afdd6c,295,119,Tartu - Vorbuse - Ilmatsalu kool - Haage - Tartu,3,3bb5db,Tartu MV,"Ei ole käigus riigipühadel"
ccb4b2e40ef9a8cb25fb02aabba7229a,50,119,Lehetu - Turba - Riisipere - Harutee - Tallinn,3,3bb5db,Harjumaa ÜTK,
f674f3b45170e99f3bbf623368c889af,100083,11A,Paide - Koeru,3,3bb5db,Järvamaa ÜTK,"Ei ole käigus riigipühadel"
